id_pais,year,industria
VEN,2020,37.2446888923877
VEN,2019,37.2446888923877
VEN,2018,37.2446888923877
VEN,2017,37.2446888923877
VEN,2016,37.2446888923877
VEN,2015,37.2446888923877
VEN,2014,37.2446888923877
VEN,2013,44.7261612207658
VEN,2012,45.1601984347976
VEN,2011,48.6321324133785
VEN,2010,48.4086022795909
VEN,2009,40.8120935299234
VEN,2008,50.6124593374834
VEN,2007,49.2828626757633
VEN,2006,51.9276623968995
VEN,2005,53.0883974696502
VEN,2004,51.1134764353283
VEN,2003,48.8417070697998
VEN,2002,46.6549699116747
VEN,2001,42.9102931639246
VEN,2000,46.4048482561673
URY,2020,18.0842506571275
URY,2019,17.8543206704506
URY,2018,18.2203775950235
URY,2017,17.8366481505822
URY,2016,18.8495162868312
URY,2015,25.4417580559805
URY,2014,24.7006411482149
URY,2013,23.6692403395214
URY,2012,22.862228924235
URY,2011,22.7051202488207
URY,2010,24.5288557130516
URY,2009,24.0794070419123
URY,2008,22.7673513100076
URY,2007,23.6440486336445
URY,2006,22.8965222100401
URY,2005,23.7753368710773
URY,2004,22.4348058065943
URY,2003,23.0937944115791
URY,2002,21.8623288483766
URY,2001,21.9351337396218
URY,2000,22.0452037217921
USA,2020,18.4387545563529
USA,2019,18.2956030469717
USA,2018,18.6167766258494
USA,2017,18.4366014618124
USA,2016,18.0422212818459
USA,2015,18.5871320435183
USA,2014,19.3315152083176
USA,2013,19.2416260217373
USA,2012,19.1626113169507
USA,2011,19.407502343174
USA,2010,19.3102572393851
USA,2009,19.2684772980173
USA,2008,20.793507368224
USA,2007,21.423882162085
USA,2006,21.5869617861711
USA,2005,21.206269818199
USA,2004,20.9500365551967
USA,2003,20.7394766935216
USA,2002,20.65246551384
USA,2001,21.4690044492824
USA,2000,22.451586084268
TTO,2020,34.1322052636724
TTO,2019,39.5543209121993
TTO,2018,41.7659212222614
TTO,2017,38.5746969104919
TTO,2016,38.1826077269921
TTO,2015,39.2843850171539
TTO,2014,47.6584857480275
TTO,2013,48.295081252801
TTO,2012,50.5582237151283
TTO,2011,57.0510122828478
TTO,2010,53.8139564515672
TTO,2009,53.1358528774451
TTO,2008,63.9782596789726
TTO,2007,59.6521421660795
TTO,2006,60.8194415532707
TTO,2005,59.6470153480265
TTO,2004,54.3682801507327
TTO,2003,51.4964380558951
TTO,2002,42.9095754130396
TTO,2001,45.2069910848034
TTO,2000,47.5360468126773
BHS,2020,12.0294860559823
BHS,2019,12.0778000121278
BHS,2018,12.2164035183995
BHS,2017,13.1279536479575
BHS,2016,12.0325148293985
BHS,2015,11.0277442905437
BHS,2014,13.1405409758324
BHS,2013,12.8327716135873
BHS,2012,13.0339070006063
BHS,2011,12.0451419747876
BHS,2010,11.4998771761611
BHS,2009,10.0100581448934
BHS,2008,10.3895116853506
BHS,2007,9.25945110064285
BHS,2006,11.7337529813863
BHS,2005,10.8090522762856
BHS,2004,10.3431253996283
BHS,2003,10.870239197122
BHS,2002,10.6168563566021
BHS,2001,9.53614103678483
BHS,2000,12.1488719700562
SUR,2020,35.2306208119313
SUR,2019,33.3567322046819
SUR,2018,36.7594393400845
SUR,2017,38.2753876473432
SUR,2016,26.7570052751295
SUR,2015,27.2566371681416
SUR,2014,30.2474846767665
SUR,2013,32.2536953065191
SUR,2012,35.2622611658756
SUR,2011,35.1093274287296
SUR,2010,35.1705161344117
SUR,2009,34.2921601804851
SUR,2008,40.0701175500103
SUR,2007,37.0673613695571
SUR,2006,36.9830696641688
SUR,2005,33.8436415595019
SUR,2004,31.0288898927889
SUR,2003,26.7990256381011
SUR,2002,28.6630219074672
SUR,2001,24.7682310008803
SUR,2000,24.8905012043069
VCT,2020,12.9431998216999
VCT,2019,13.7453148450765
VCT,2018,14.5574613605017
VCT,2017,14.6283388818681
VCT,2016,14.3819907535093
VCT,2015,14.949377859218
VCT,2014,14.1123011832773
VCT,2013,14.7069286002944
VCT,2012,14.5760779695064
VCT,2011,15.135121470668
VCT,2010,15.903054566205
VCT,2009,15.8660706773028
VCT,2008,15.7098152181043
VCT,2007,17.57892032748
VCT,2006,15.9184992905538
VCT,2005,15.8034581164506
VCT,2004,16.1819534701565
VCT,2003,15.7103097194463
VCT,2002,15.3325600835666
VCT,2001,16.2047866047128
VCT,2000,16.6518132254108
LCA,2020,10.9834047067382
LCA,2019,9.83298241378292
LCA,2018,10.0834080555924
LCA,2017,10.9334750746665
LCA,2016,10.9500750568751
LCA,2015,10.9403208318577
LCA,2014,10.320615122663
LCA,2013,10.5285773640484
LCA,2012,11.308477777837
LCA,2011,11.5839152109129
LCA,2010,11.9463011578237
LCA,2009,13.1941065698207
LCA,2008,12.9331554810898
LCA,2007,13.33867026693
LCA,2006,15.5718308786508
LCA,2005,15.5718308786508
LCA,2004,15.5718308786508
LCA,2003,15.5718308786508
LCA,2002,15.5718308786508
LCA,2001,15.5718308786508
LCA,2000,15.5718308786508
KNA,2020,20.8843231421114
KNA,2019,24.0944035397512
KNA,2018,24.5456171035519
KNA,2017,26.2549788762777
KNA,2016,24.5372473307397
KNA,2015,22.7097466301632
KNA,2014,21.3348865613157
KNA,2013,19.693538817566
KNA,2012,18.6473580585912
KNA,2011,20.9395603312499
KNA,2010,22.5446482821317
KNA,2009,23.2275203495522
KNA,2008,21.9405337717059
KNA,2007,23.2344833885883
KNA,2006,23.1516391558233
KNA,2005,22.2498223290128
KNA,2004,22.7029949657687
KNA,2003,24.3502343417128
KNA,2002,28.6195389986205
KNA,2001,30.5650311211705
KNA,2000,26.842734561823
PER,2020,30.154665864706
PER,2019,30.4491957836385
PER,2018,31.6240835005495
PER,2017,31.2978841231473
PER,2016,30.5565505783828
PER,2015,30.3378798708175
PER,2014,31.701403934103
PER,2013,33.8594367461678
PER,2012,35.5335533553355
PER,2011,37.2361002771383
PER,2010,35.7720066029406
PER,2009,33.551682543695
PER,2008,36.3269344719167
PER,2007,37.6989799588981
PER,2006,37.4577549944707
PER,2005,34.3566674243965
PER,2004,32.6500976155483
PER,2003,29.8893494570244
PER,2002,29.4440321551084
PER,2001,29.0351564426085
PER,2000,29.0341336995526
PRY,2020,33.8488287103165
PRY,2019,33.1617738551238
PRY,2018,33.2536772421389
PRY,2017,34.0518399926279
PRY,2016,34.1519063547874
PRY,2015,34.2494991677383
PRY,2014,33.2803663958869
PRY,2013,32.9125790386881
PRY,2012,34.1850133629881
PRY,2011,33.7057682962777
PRY,2010,34.2976172899256
PRY,2009,37.0789758316243
PRY,2008,36.4836619814534
PRY,2007,37.1011236408528
PRY,2006,38.3057903240628
PRY,2005,39.2893886541103
PRY,2004,38.4052880586144
PRY,2003,40.2733826715247
PRY,2002,42.1710275465435
PRY,2001,38.5619118460378
PRY,2000,35.5635329986887
PAN,2020,23.9232029353519
PAN,2019,29.6386097931729
PAN,2018,29.4800111934485
PAN,2017,29.3522445219169
PAN,2016,26.8232052626291
PAN,2015,26.0457637783331
PAN,2014,25.3436075084368
PAN,2013,24.0600908850997
PAN,2012,20.6649885882011
PAN,2011,18.9821755837518
PAN,2010,18.381613907875
PAN,2009,18.4222706448141
PAN,2008,19.0074780343875
PAN,2007,16.9863011074172
PAN,2006,18.7841868748297
PAN,2005,18.7151574508049
PAN,2004,19.1095521137653
PAN,2003,18.9886283763848
PAN,2002,17.9316087447011
PAN,2001,19.1977925731547
PAN,2000,21.5483007107785
NIC,2020,25.8153619795402
NIC,2019,24.7151396618587
NIC,2018,24.9961069422952
NIC,2017,24.8168504799905
NIC,2016,25.794651568265
NIC,2015,25.7351735800545
NIC,2014,25.0983291342821
NIC,2013,25.3872500276213
NIC,2012,24.5473680814858
NIC,2011,23.1574673102718
NIC,2010,21.9686399041983
NIC,2009,21.0769531550853
NIC,2008,21.9638886526288
NIC,2007,20.7274240775763
NIC,2006,20.8748117168895
NIC,2005,20.9665631875219
NIC,2004,21.396991205962
NIC,2003,20.5947609449169
NIC,2002,21.462279778213
NIC,2001,21.4993404064897
NIC,2000,20.1553281368856
MEX,2020,29.620622838715
MEX,2019,30.7912093993868
MEX,2018,31.1488466948457
MEX,2017,30.946234976635
MEX,2016,29.6399553095595
MEX,2015,29.9853032661018
MEX,2014,31.4901871470131
MEX,2013,31.8563175636679
MEX,2012,33.7764665245485
MEX,2011,33.556801094017
MEX,2010,32.3619104538285
MEX,2009,31.8940938511825
MEX,2008,34.7561916984963
MEX,2007,33.8351374948798
MEX,2006,34.1952791030793
MEX,2005,32.7834060602748
MEX,2004,32.851060047984
MEX,2003,31.1910772712026
MEX,2002,32.7103576481985
MEX,2001,33.2173413534012
MEX,2000,34.2097056913308
JAM,2020,20.3912395369836
JAM,2019,19.2535844539959
JAM,2018,20.3485902830977
JAM,2017,19.4370522816322
JAM,2016,19.1120719419231
JAM,2015,19.2660379097861
JAM,2014,18.365151137814
JAM,2013,18.0990659844033
JAM,2012,17.9938605582722
JAM,2011,18.2490235366752
JAM,2010,17.9863304478474
JAM,2009,18.0908593404592
JAM,2008,19.6881228419841
JAM,2007,21.3153996242232
JAM,2006,21.2201148487383
JAM,2005,21.9006506006203
JAM,2004,22.2583396101571
JAM,2003,21.4925345723678
JAM,2002,21.3229059302313
JAM,2001,22.3173012581486
JAM,2000,22.5635448178584
HND,2020,25.950158911833
HND,2019,27.0767291297681
HND,2018,26.5924587973715
HND,2017,26.5389223099615
HND,2016,25.8278974975697
HND,2015,25.6499709386427
HND,2014,24.510778796214
HND,2013,25.4093197152808
HND,2012,26.1135718011836
HND,2011,25.8142160143128
HND,2010,25.5871307044098
HND,2009,26.0219596984677
HND,2008,25.9497768626944
HND,2007,26.1566692583548
HND,2006,26.7848832699915
HND,2005,26.2400447570959
HND,2004,26.5378388000557
HND,2003,27.3716581546558
HND,2002,27.2623882644585
HND,2001,27.6950607056328
HND,2000,29.3809338966492
HTI,2020,23.3275466831099
HTI,2019,23.0229814809509
HTI,2018,24.0634751077418
HTI,2017,23.7965212492336
HTI,2016,24.5912876003277
HTI,2015,25.973545798466
HTI,2014,26.5740100794788
HTI,2013,25.6899193261312
HTI,2012,25.3732825170097
HTI,2011,24.5925802703743
HTI,2010,23.5332687261618
HTI,2009,26.2255411512356
HTI,2008,26.7063241059518
HTI,2007,25.324874175977
HTI,2006,26.4809165387069
HTI,2005,25.0510882749328
HTI,2004,25.6060167161139
HTI,2003,24.8952570438789
HTI,2002,23.1960309786423
HTI,2001,23.5984895487098
HTI,2000,23.048486874758
GUY,2020,38.7960801467797
GUY,2019,28.6892259316288
GUY,2018,26.2597639752552
GUY,2017,26.2071926714792
GUY,2016,29.382927306177
GUY,2015,24.7187387911341
GUY,2014,24.3921272261287
GUY,2013,25.6280649781202
GUY,2012,26.5877498717371
GUY,2011,26.4538770719167
GUY,2010,24.9027270750604
GUY,2009,24.5699983117448
GUY,2008,24.7390950750695
GUY,2007,23.6589377907829
GUY,2006,22.0716791428299
GUY,2005,16.6691938643683
GUY,2004,17.1139253470055
GUY,2003,18.0496168369614
GUY,2002,19.6492758825796
GUY,2001,20.0826363267013
GUY,2000,20.0012299787296
GTM,2020,22.0777066235219
GTM,2019,21.8211743745573
GTM,2018,21.4271979658517
GTM,2017,21.9049097758764
GTM,2016,22.6144411202747
GTM,2015,22.7375109396278
GTM,2014,23.1927165333151
GTM,2013,22.9529484330494
GTM,2012,28.1234371173336
GTM,2011,27.9436212267543
GTM,2010,27.4918265373292
GTM,2009,27.5259745150329
GTM,2008,28.116816136255
GTM,2007,27.8843638206437
GTM,2006,28.269045356288
GTM,2005,27.5811372404814
GTM,2004,27.8833550863791
GTM,2003,27.4424966147734
GTM,2002,27.1826895247297
GTM,2001,27.3420734989877
GTM,2000,19.7911162779183
GRD,2020,13.0941143897686
GRD,2019,13.6417603413492
GRD,2018,13.4332192367978
GRD,2017,12.7159195222663
GRD,2016,12.1551895563471
GRD,2015,12.3243977331582
GRD,2014,12.8104181844852
GRD,2013,13.3978833130856
GRD,2012,12.3179842070275
GRD,2011,13.3429542169294
GRD,2010,14.7095659305086
GRD,2009,14.7258701794622
GRD,2008,17.5549887040486
GRD,2007,18.8185412969453
GRD,2006,19.4226500215903
GRD,2005,22.8478487752929
GRD,2004,16.7118338408484
GRD,2003,17.0087138352588
GRD,2002,16.6171559487198
GRD,2001,16.5118570725163
GRD,2000,17.9095188316552
SLV,2020,23.8089478674217
SLV,2019,25.2299356128233
SLV,2018,25.0755067570813
SLV,2017,25.1714727339037
SLV,2016,24.8348278708617
SLV,2015,25.2889295441979
SLV,2014,26.0135339989829
SLV,2013,26.1216427113687
SLV,2012,26.589358065851
SLV,2011,26.1954132809565
SLV,2010,25.2759118643186
SLV,2009,24.9700311675857
SLV,2008,25.8812946540508
SLV,2007,24.5219333695828
SLV,2006,24.4717932435785
SLV,2005,24.4712886106953
SLV,2004,25.6039214354494
SLV,2003,26.9525306163395
SLV,2002,27.2751357818747
SLV,2001,27.0779450585016
SLV,2000,26.8777211081236
ECU,2020,30.7257403995145
ECU,2019,32.7023208798527
ECU,2018,32.5426250874751
ECU,2017,32.5235875609332
ECU,2016,32.0230096159111
ECU,2015,31.8721276736767
ECU,2014,36.7788237639279
ECU,2013,37.1461281071133
ECU,2012,37.755274568157
ECU,2011,37.6346398733428
ECU,2010,34.7241859855329
ECU,2009,32.4176148293515
ECU,2008,37.9193050944151
ECU,2007,34.4581317472432
ECU,2006,33.8867080249743
ECU,2005,31.5445808829987
ECU,2004,29.7117039863263
ECU,2003,27.999299352527
ECU,2002,28.8079647076276
ECU,2001,29.0495989835675
ECU,2000,33.6175944877013
DOM,2020,30.2824717135657
DOM,2019,29.0773366472454
DOM,2018,28.8112847763176
DOM,2017,28.0687739986086
DOM,2016,27.5780873614009
DOM,2015,28.4963681779993
DOM,2014,29.7690586812
DOM,2013,29.2489335693787
DOM,2012,28.420258514694
DOM,2011,28.3955428840411
DOM,2010,27.9233936099573
DOM,2009,27.7870235380193
DOM,2008,29.5921888123408
DOM,2007,30.5469468475571
DOM,2006,31.1098612580608
DOM,2005,30.2693576718316
DOM,2004,31.8129445090859
DOM,2003,31.8823028936378
DOM,2002,31.088108747831
DOM,2001,29.7327726562993
DOM,2000,31.6704245093107
DMA,2020,12.2295024166654
DMA,2019,15.0803985101293
DMA,2018,16.1501588912329
DMA,2017,11.0723694955936
DMA,2016,11.9917471172758
DMA,2015,12.5336474907362
DMA,2014,12.4957281995785
DMA,2013,12.3197562063327
DMA,2012,12.7542505277437
DMA,2011,12.8381025599326
DMA,2010,11.7075292688232
DMA,2009,11.3616054524801
DMA,2008,12.7191599776899
DMA,2007,13.4120294275343
DMA,2006,13.1614911548098
DMA,2005,13.0189427447152
DMA,2004,13.2726135721778
DMA,2003,13.6082162815285
DMA,2002,15.4685815279615
DMA,2001,15.3862065211475
DMA,2000,15.8601463842642
CUB,2020,23.0186675609211
CUB,2019,24.5494450245581
CUB,2018,24.8775612193903
CUB,2017,24.3559694788903
CUB,2016,22.9429790959834
CUB,2015,22.3531842126404
CUB,2014,22.1521027573894
CUB,2013,23.150308497952
CUB,2012,23.3671948701822
CUB,2011,22.258298304102
CUB,2010,22.8936077602288
CUB,2009,22.6047036082474
CUB,2008,22.3864961360912
CUB,2007,22.5269990563768
CUB,2006,22.2047369498775
CUB,2005,21.5268299936084
CUB,2004,22.0396303955187
CUB,2003,22.5059329493165
CUB,2002,23.7013441300368
CUB,2001,24.8623841628159
CUB,2000,25.535082151714
CRI,2020,20.1365271604119
CRI,2019,19.2336569312753
CRI,2018,19.5581432647296
CRI,2017,19.3145397059632
CRI,2016,19.6500112824728
CRI,2015,19.9678784677773
CRI,2014,20.6164054191975
CRI,2013,21.3449724793135
CRI,2012,22.2048773852809
CRI,2011,22.5898706745828
CRI,2010,23.3229652114345
CRI,2009,23.5227381446589
CRI,2008,23.5536024382425
CRI,2007,23.8937947565006
CRI,2006,23.7198679368366
CRI,2005,24.2695341122995
CRI,2004,24.6690619237543
CRI,2003,24.1792374989641
CRI,2002,24.569597934029
CRI,2001,25.2166020654827
CRI,2000,25.4449908308971
COL,2020,23.7880725208993
COL,2019,25.9937098374821
COL,2018,26.8954667535946
COL,2017,26.8148589146209
COL,2016,27.689162311787
COL,2015,28.589447888136
COL,2014,30.9858527230854
COL,2013,32.7475552904174
COL,2012,33.4055006173979
COL,2011,33.3021551703249
COL,2010,31.3713561004301
COL,2009,31.2470343359106
COL,2008,32.1310911250351
COL,2007,30.5790350660201
COL,2006,30.9134600266245
COL,2005,30.3481497700898
COL,2004,29.7258920854426
COL,2003,28.9037801318181
COL,2002,27.5290127709183
COL,2001,27.2228150417753
COL,2000,27.3057722832576
CHL,2020,29.960419189666
CHL,2019,27.1959137923046
CHL,2018,27.8615227739968
CHL,2017,27.3811560671383
CHL,2016,26.7795650481737
CHL,2015,27.8806404106495
CHL,2014,28.9028670653185
CHL,2013,29.4304373078834
CHL,2012,30.5583003272184
CHL,2011,32.4417542348483
CHL,2010,33.4669030156191
CHL,2009,31.8892011542261
CHL,2008,31.9839914243068
CHL,2007,37.4665970166252
CHL,2006,38.684729192628
CHL,2005,34.0353024141328
CHL,2004,32.7525021838824
